Index,star_name,galaxy_name,size,color,distance_from_earth,likelihood_of_life,num_surr_planets,type_of_star,p_life
101669,Pabu jexa,Goqi zoja,7.243169209518798,#10A5C7,10414404906.330278,53.437584,0,White Dwarf,53
101675,Moto delo,Vupe reme,43.27896184774428,#7912AE,1686128174.7371552,58.750084,8,Red Dwarf,58
101676,Niti beya,Moni zari,5.284041145474937,#1DEEC0,5291998151.563402,46.028336,2,White Dwarf,46
101682,Rera qojo,Tomu cepu,48.351277918966716,#A397C7,11882037034.242928,95.133804,16,White Dwarf,95
101686,Yibo paqo,Zoxi nose,34.2451596762351,#824CC3,4673824826.193118,12.887946,5,Main Sequence,12
101691,Tiya yasa,Fana qovu,42.63553981946467,#26F4A2,2296923307.9486976,8.223004,16,Giant,8
101693,Feti wexi,Duzi diji,17.484125464031873,#388A31,10963109183.693428,36.3401,13,Red Dwarf,36
101702,Duyu gefa,Jexi fofa,18.832285366213913,#7123EA,8869269483.370052,88.62135,18,Red Dwarf,88
101705,Vidi ceka,Joci veku,12.312400709676911,#73238D,4543827541.543281,89.78625,7,Supergiant,89
101707,Cezu nudi,Gudi naco,48.040521140104005,#D62E3E,4367540681.421699,41.421333,5,White Dwarf,41
101715,Vico xoxe,Zemo pagu,11.957467971439417,#421CC4,5695705302.916542,50.49866,1,Red Dwarf,50
101717,Loce zodo,Xalu gihe,10.124407964618737,#A3D611,9467061910.298141,97.77447,11,Giant,97
101722,Yobo waju,Xuze zimu,9.184456500744146,#20F667,8145551255.047915,4.7729893,0,Neutron,4
101725,Fulo nuva,Dija cege,30.459464751084884,#DF45D4,4956402320.758561,47.442265,19,White Dwarf,47
101729,Ziba jozu,Yana lefi,40.20782998482343,#755D4D,6030562407.690019,48.183556,15,Neutron,48
101735,Lize kolo,Fewa zina,31.39135294610223,#5F90AC,7000188283.164912,97.93428,1,Neutron,97
101737,Pipi foqa,Luvo boju,10.986774472167673,#FB245D,7776882306.190381,2.2558663,9,Red Dwarf,2
101742,Mami regu,Judo xive,24.36220031671603,#F022E7,2440026048.368459,81.88617,3,Supergiant,81
101752,Neje zeco,Rasu molu,6.699533155997396,#8263C6,7962856147.875466,23.497267,19,Main Sequence,23
101753,Wive qado,Nuho nohi,13.265845348047877,#4B41A9,6713084035.692035,67.33639,18,Neutron,67
101764,Safo quzu,Mica jibo,44.88841541847149,#3FC0F6,1660490195.2089467,42.806877,10,White Dwarf,42
101766,Deji pare,Nuno gora,29.974654301958513,#13D42F,3179088061.7721963,45.710754,13,Main Sequence,45
101767,Goli ceda,Toye sape,27.17395824324189,#59DEFE,359591694.0423638,50.210316,2,Neutron,50
101768,Gebe qafi,Piko dulo,16.518991177991328,#C14DDB,5926361902.619384,3.1206563,19,Red Dwarf,3
101772,Maye guba,Jisa luta,3.4033742724501206,#7DDFC2,9603480421.66962,69.31302,5,Supergiant,69
101775,Keza wipu,Vimo dudo,27.659516670383173,#577AD0,8780888091.522373,1.2381172,14,White Dwarf,1
101779,Lasu jiho,Sawe tanu,29.69220735532384,#F9FE7B,5987366743.403869,17.477053,16,Red Dwarf,17
101781,Tufa wewe,Fosa rure,44.48137406388489,#74BC3A,10929988097.870716,91.02987,19,White Dwarf,91
101785,Suyo velu,Geze tuti,36.43544163219929,#247523,1435011328.505641,37.520023,2,Supergiant,37
101786,Huvu gaca,Gaje cihe,39.99688004524629,#7947CF,3134232802.6598277,6.6666775,8,Red Dwarf,6
101791,Vabu fihe,Sobu move,38.538421386509896,#B898DE,12288150972.531235,89.57596,9,Supergiant,89
101795,Huxu neha,Lero xeji,10.160531552016964,#E992BD,3681599878.0906973,35.32612,12,Supergiant,35
101796,Napo rufu,Bewi jeba,5.312252060793851,#4F4B09,1116012329.2886522,39.888542,13,Giant,39
101799,Wuve hoku,Zoxu dego,25.96434271239733,#E7ED29,11286982256.798967,8.751293,17,Giant,8
101801,Yiye vufi,Resa movi,45.0915218644452,#8F3643,8858344617.196669,32.44255,3,Red Dwarf,32
101802,Joqu koze,Tupu defi,22.59134652443496,#1A21F2,9862377049.74201,47.51659,4,Giant,47
101803,Jicu yeqi,Leho zako,48.39246200504918,#440EDB,2653347918.011046,4.6731753,5,Supergiant,4
101808,Baco puju,Yica hoti,24.877554214313083,#3DB7AF,2601831295.3029175,33.655197,17,Red Dwarf,33
101813,Nebi hibe,Qezo tovi,23.956905366555766,#272B40,3006597696.901791,55.476883,8,Main Sequence,55
101820,Qifi neku,Luma toxe,33.47355316438993,#F3D044,826352990.000156,17.520384,17,Neutron,17
101821,Zuno qufu,Nade juvu,6.804773231304914,#2F7870,11226371358.45586,57.80604,18,Main Sequence,57
101829,Tiri zola,Wira vohi,16.77588135178082,#4E2F36,3710690631.84559,10.655505,12,White Dwarf,10
101832,Zawe qeku,Hewe siqe,15.105301406411987,#DC1D98,4765444047.361114,8.933166,16,Main Sequence,8
101836,Saqa totu,Bufa huce,16.61403156131546,#872C74,2933181024.7616806,58.439606,8,Neutron,58
101841,Luza liso,Vuqa husi,3.249348553125978,#39D4E7,3815214939.1028695,33.800915,19,Giant,33
101844,Xicu dusa,Xeko kofa,36.59995192141298,#03AA5A,10959591471.922312,74.04825,14,Red Dwarf,74
101848,Mihe lude,Gike baju,13.641788012341443,#7779FB,6557722502.628198,36.40573,11,Neutron,36
101854,Nawe focu,Nusi nasa,43.622530286386535,#719DD5,6849496511.106449,57.525146,7,Supergiant,57
101857,Jale wote,Qebo seqo,23.28822764853109,#BA71A3,9427038157.204689,98.789185,5,Main Sequence,98
101858,Yude bide,Kepe huve,30.39813954395345,#B5B1CD,2024177521.304741,30.304605,5,Red Dwarf,30
101859,Kiwi qeha,Bihu cuha,20.343767654880967,#D1CA97,4540458990.999156,15.689285,0,Neutron,15
101866,Vino faqu,Zoso qota,6.59518039937295,#DA0C43,384143053.3636653,51.278564,19,Red Dwarf,51
101868,Niqu vaxi,Cuwe hane,20.45957702810206,#327DAC,3779625163.749178,91.95508,4,Neutron,91
101875,Redi befu,Gizo doxu,20.274659083278426,#516511,4543667513.045583,23.33905,16,Main Sequence,23
101881,Zoqe rasa,Sisu vimi,26.135508776663297,#A6CDB2,7252977308.165917,69.589645,6,Main Sequence,69
101892,Fera cutu,Cuwu mosu,42.52399446081491,#CD8905,847819423.3189266,76.52682,15,Giant,76
101893,Xoxe dari,Xexi miga,38.53075986786731,#B1BD94,11360541332.05815,1.1320062,9,Giant,1
101895,Seme weno,Vupa moze,42.67436276794212,#DE44B9,5332607.949974809,61.173466,0,Main Sequence,61
101898,Roce wufe,Dovu fago,17.666530810872455,#541AFF,4331841447.096411,77.830025,9,Main Sequence,77
101913,Fexa ceju,Safa vefi,32.478716537426635,#727DF0,11424892074.135447,17.200148,11,Main Sequence,17
101914,Wupe veqa,Hepi duke,25.379332870316773,#22C1AE,6839288819.216642,82.72153,11,Red Dwarf,82
101919,Woha zimo,Cege qici,8.980471598369835,#BF6882,4261915649.649213,46.68264,10,Giant,46
101920,Pico hedi,Zobe ziqo,14.843836086377259,#B80D5E,3374910121.9510474,64.5834,13,Supergiant,64
101924,Lute legi,Celo paye,17.052124916576446,#219E0A,147742584.5037662,4.139741,14,Main Sequence,4
101926,Yunu garu,Wove teki,20.26426309343508,#1365F5,4062357630.0413566,91.85892,18,Supergiant,91
101928,Jolu zayi,Lozu pepe,22.420275123800042,#C1D46F,1340136622.701807,37.69338,15,Neutron,37
101929,Vuwu zevi,Kutu fixo,13.708499952811778,#2F268D,5143280633.42658,82.59792,14,Neutron,82
101931,Muna vofo,Maxe gibu,1.438156953135229,#5AD7CB,7480053332.729742,19.09771,1,White Dwarf,19
101933,Rahu maji,Befi zaqi,10.239761792470153,#F20ADA,6924548090.616947,60.955544,12,Giant,60
101934,Buco kicu,Piye vedi,44.93646755915935,#1071F9,1889665414.4254668,22.103762,3,Neutron,22
101937,Vequ lifo,Coso fama,14.90934503097064,#1C9AAF,12463430658.743328,37.159073,5,Red Dwarf,37
101938,Dafa have,Gina weta,4.5370331532688075,#455C3A,65282971.03400034,77.949615,18,Red Dwarf,77
101942,Yize laze,Haja duku,45.377147543207464,#C18460,3903269349.007416,44.424397,4,Main Sequence,44
101946,Nala bibi,Neji zata,24.121265930610488,#00467A,12949199583.982618,97.686485,3,Giant,97
101947,Kubo zoza,Ruki bigi,24.213219776949263,#348D80,2499227667.895557,17.68965,16,Supergiant,17
101952,Yeyu jace,Face game,36.140982381011455,#44342F,2544059847.1443663,10.758877,4,Supergiant,10
101954,Rodu fare,Wunu tafi,25.294706153043656,#59D290,9456842652.54061,44.60442,2,Red Dwarf,44
101955,Kosu juse,Cowe huyo,26.1900300782646,#B20FAC,1930906958.482027,18.413715,15,Supergiant,18
101956,Vaco qohi,Xaja volo,33.98779697051222,#A207AF,7069055483.802131,1.4961977,10,Giant,1
101958,Dode juri,Nawe nelu,17.746009536959573,#0CF62D,7553446472.622775,17.398405,18,Supergiant,17
101967,Kiva qone,Coqi kisa,48.36099539567681,#52B60C,11200593423.206758,32.492645,7,White Dwarf,32
101972,Giqe goqa,Nomo gexa,16.454580263039546,#9437AE,7156578694.033057,28.92371,15,Giant,28
101974,Koge jovi,Geco meru,32.869291248909335,#CB5E61,5922901994.891292,94.43576,9,Red Dwarf,94
101975,Wovi reka,Fexi buho,16.332827514803938,#35EEB8,12215776127.14136,80.443054,9,White Dwarf,80
101978,Zedu loku,Qoji ciki,28.270780591982604,#9D004D,2009675234.4399152,32.72084,8,Red Dwarf,32
101979,Vuku qohi,Pila gide,49.09707750676967,#A7FD2F,9606762549.139013,82.062836,18,Giant,82
101984,Zifa cuta,Goje guhi,32.20068184705606,#ABC9C4,1547499372.356933,8.864357,19,White Dwarf,8
101985,Piki geki,Liba leya,7.388871532072169,#D621AA,7861338698.35413,37.176186,1,Neutron,37
101988,Pufu tehi,Wona budi,49.0116491184673,#510131,5982256448.000802,62.269066,15,Neutron,62
101991,Xafe fefu,Watu toma,28.17680200475444,#49A23C,1115801302.1754184,32.4953,15,Neutron,32
102010,Fihe guge,Jafa vugi,31.980697126023532,#3E6224,4842419522.590444,4.5302706,4,White Dwarf,4
102015,Yuli wuve,Poci fawo,30.76456487190794,#AA9746,8909118716.630932,22.949537,6,White Dwarf,22
102019,Wugu woje,Dage xovu,40.793944199845086,#7C8EC2,2760145642.435458,75.12577,16,White Dwarf,75
102022,Rone kano,Juyi dido,19.629662308050918,#36D48B,5336470172.6088705,92.86958,6,White Dwarf,92
102025,Kobe yisi,Hiso xudi,18.431637262824072,#0267EC,9384318096.002846,53.96248,15,Neutron,53
102029,Doyu buxi,Geyu lira,28.172351366201827,#36B3AB,12116500758.599312,77.46406,9,Red Dwarf,77
102030,Wepo zupe,Voce pibu,46.77342436298652,#1E4BBB,2503385127.9494057,48.221092,6,Giant,48
102031,Mife xafo,Reve kumu,23.846576565170498,#FEC275,8815692278.721382,47.44399,9,Supergiant,47
102036,Suje mate,Zuni qixo,15.258296743511423,#78D6E6,4744060399.460608,57.918625,8,Main Sequence,57
102043,Muva xeme,Vuzo kuso,6.498020283928014,#852647,4402223200.269447,11.592646,19,Neutron,11
102051,Hota baji,Qabe zizo,28.98427798744214,#215141,861736339.7849829,77.6314,2,Neutron,77
102054,Hata vulo,Yuze zano,5.492558633725601,#EAA641,8906541403.1175,56.017952,0,Giant,56
102055,Rotu habo,Toje nevi,39.99911391057168,#A0A22E,29024803.73326932,28.885942,9,Giant,28
102058,Lewi coxi,Nebi keza,13.448219965647178,#C41A1C,2902612706.7315516,75.28043,12,Red Dwarf,75
102059,Gulo teqi,Voti puya,40.55896158205215,#88E7ED,5512710847.292638,45.02087,13,White Dwarf,45
102063,Zizi hoxi,Fogo runu,33.62648422752017,#F2A3B9,12355161519.908205,15.861444,19,Red Dwarf,15
102067,Bega jiho,Mana qala,19.22955157017739,#F3AC0E,6239088140.489544,14.648741,14,Main Sequence,14
102069,Dugi rewe,Zova vege,29.193109328718464,#F3AB3D,9394366195.740253,29.839766,5,Neutron,29
102073,Pegi nedu,Yata gixi,5.606063104191866,#73EA68,47355936.75766115,40.716938,3,Red Dwarf,40
102080,Vame wema,Yewo gare,46.786224645629616,#A8DF3B,1274961317.886873,72.405594,8,Neutron,72
102085,Quhu neke,Tahi vowe,41.88219791579982,#F26F03,10359177991.888021,27.736563,17,Main Sequence,27
102095,Xuna bapa,Lepi tovi,42.208311507817776,#11084F,7199064953.38455,31.78024,10,Neutron,31
102097,Zugo nawe,Late rofu,36.63720864407334,#B12549,11378373934.296373,60.88478,0,Giant,60
102098,Siri kozi,Hocu buju,20.465755804509847,#BB0A28,2026890868.8579142,68.474174,1,Red Dwarf,68
102110,Pili xozu,Kile pewe,4.833510385098828,#DD5131,9917800301.762985,1.6270591,8,Giant,1
102111,Joma vope,Muke mapo,48.34306451442006,#D713DD,4237446758.002821,46.34081,14,Giant,46
102113,Taki cive,Vere qibi,20.961113966398734,#F6CD4E,2302998426.917417,41.598194,19,Neutron,41
102114,Luya yaye,Hezu gowi,13.634532078955859,#CD7DD4,4409551448.115441,92.79344,14,Supergiant,92
102116,Koge fuzo,Kosu hoca,41.36993959067098,#C13DAA,9063764910.823893,59.39728,12,Giant,59
102119,Fawo tige,Xebo baha,46.5441451833701,#A1F3E9,1860652003.883708,50.243416,11,Main Sequence,50
102124,Pida toya,Cewa juwi,23.603054206167773,#AE5F43,7279903564.282806,56.822655,4,Giant,56
102125,Gini gati,Joci vugo,49.61833212844771,#F8044D,11280344744.959982,91.889175,15,Red Dwarf,91
102129,Fajo leje,Yane bici,28.680487377708477,#ACCD43,1493929250.9907777,60.025425,5,Supergiant,60
102138,Bobe luye,Cabu ganu,27.1773595883843,#7461B3,1853421006.990805,31.429373,13,Neutron,31
102140,Yaxi loze,Vofo dodi,17.332708362563096,#4BA621,9454974750.733192,80.000374,16,White Dwarf,80
102148,Caxo kego,Jili rupu,20.167835981236344,#18DABD,5789071977.830349,37.211098,19,Neutron,37
102149,Yawe tugu,Xawi xera,20.912529363738393,#959B4E,2126978588.6036277,35.05393,2,Red Dwarf,35
102150,Zaso wewi,Raja yese,10.56431277164669,#2DF75E,4090645359.668991,24.291786,1,Giant,24
102151,Qehi hobo,Fife mewa,19.541401356026267,#032E7C,2504466326.897953,71.15341,2,Red Dwarf,71
102152,Bulo bove,Soru doki,12.821746370902234,#32F1BB,1289099627.0300243,26.162899,1,Main Sequence,26
102154,Rocu veka,Tawi sofe,29.05217743739998,#F7C010,7940880414.73172,86.55032,13,White Dwarf,86
102161,Reqe zuti,Sizi xona,36.54596045186263,#31764D,760965745.4952408,57.38958,11,Giant,57
102167,Rudo wuwe,Luqa sasu,35.87774279382068,#BA72A4,5363897107.252502,93.62194,15,Neutron,93
102169,Mebo yeya,Jawo viwu,6.188695847543027,#06BC5B,8303717455.918541,89.06086,0,Giant,89
102171,Fufu zoro,Faqa hohu,12.36732948965454,#570005,6195948395.164617,67.09291,17,Supergiant,67
102173,Gina tuca,Yoro ziya,37.34526591811031,#61D20D,908179540.0237123,49.13071,2,Neutron,49
102176,Puna fiva,Sesu fami,35.45624893836457,#D001C6,5067280182.99703,39.47443,1,White Dwarf,39
102181,Qeke gapi,Yezu tuqi,35.93313543746312,#8FFEB8,2257344998.5466805,6.905737,12,Main Sequence,6
102188,Xiye jeyo,Neno pidi,9.926535185993764,#908311,8630071766.6339,59.84039,16,Neutron,59
102194,Guqo wiqi,Xace depo,14.534349703150863,#B623EE,5666021412.549419,81.18423,18,Red Dwarf,81
102196,Fore woyo,Jiva xutu,19.76561684033204,#CCB281,5991169242.956713,37.56594,3,Neutron,37
102197,Kepo mati,Rilu xozi,38.389425671051114,#6ABB4B,7364970106.575214,44.672485,6,Main Sequence,44
102202,Wata zive,Mibe jawo,11.881969730794184,#A344CF,499432108.222296,72.906555,12,Neutron,72
102204,Xumo cuvi,Veqa solu,19.525258479212376,#FBD320,9221140855.143726,94.10048,18,Supergiant,94
102210,Palo hexi,Daqu ruhi,14.495768697595297,#412731,7916712811.36613,32.542107,11,Neutron,32
102212,Gimo jigo,Coba gela,20.90086427406031,#6C7491,1442838582.5636122,61.29398,4,Main Sequence,61
102213,Jari tici,Maqu hica,21.831371299738432,#D3283C,10013778797.402683,39.70395,19,Main Sequence,39
102220,Moyo qoli,Rudo qoqo,34.32151191424244,#01475A,6165031916.111008,91.91563,7,Neutron,91
102224,Bumu yuce,Zuha zovi,14.046833426450647,#ED18DB,1223835768.181121,34.181786,11,Red Dwarf,34
102228,Yomo vayo,Yopu lepi,24.52325309154428,#44576A,5568522506.544683,67.23169,17,Neutron,67
102230,Liqu wife,Cage muha,47.75558231672552,#7000EC,9670017106.951052,14.14246,17,Main Sequence,14
102231,Somi senu,Kupu lewo,33.606918624832076,#A29BDD,3765435808.426429,43.897957,10,Red Dwarf,43
102238,Roke hide,Seve roli,11.477138667002185,#C26F44,4662699926.343629,96.820786,4,Neutron,96
102240,Fiwi doma,Mono dole,45.77471591396193,#DBBE0C,12995183043.108295,33.368828,6,Supergiant,33
102241,Samo teku,Miwu face,18.98863429799907,#F168D3,2536770319.2480607,61.726162,1,Supergiant,61
102247,Heca hoqo,Piwu lara,14.78418506878065,#F1B1CF,8304882949.90336,24.458494,9,Neutron,24
102252,Fixo puno,Guso soci,47.95754998341472,#D7377F,1703465157.2774327,35.10112,14,White Dwarf,35
102253,Leli vima,Kutu taqa,3.776428110918581,#4A71B9,4334899046.665283,4.4289513,15,Supergiant,4
102254,Beja yave,Siya qago,7.858403380258861,#AF710F,11318895339.269463,45.094425,0,Main Sequence,45
102256,Fuza yepe,Gulu kafu,48.68591971553459,#DFA993,4692190603.303597,17.266102,2,Giant,17
102258,Hopa wepa,Vidi tago,15.134528847599718,#149A0C,9514799244.035166,97.93468,13,Supergiant,97
102260,Yiwa duwu,Vico coti,42.68772503821022,#DF09B6,2026044974.9154892,33.46357,6,Giant,33
102261,Peco xuvi,Qafi dula,40.13154123713548,#8A25FB,8927257599.506315,45.73058,5,Giant,45
102264,Cabu hesi,Qoni bano,43.871806507672844,#DD5C28,4514485287.77381,7.557641,11,Giant,7
102270,Qoge qawu,Lato piku,12.462281358447079,#7C5275,2636294583.3988714,99.87705,15,Supergiant,99
102275,Yafu goha,Yocu cuhi,49.48306487536907,#CA01E2,7349782793.102726,44.519627,3,Giant,44
102276,Bate wusi,Zeco tako,12.911654242689478,#316532,4429182290.76748,2.3368285,13,Giant,2
102282,Boyu xiro,Lobe fuci,36.86549515707532,#A2AE25,6061147754.694164,88.57069,14,Giant,88
102287,Qevu xiyo,Fala cuva,45.832786547461104,#C1AA93,4084551539.9073043,7.4724684,8,Red Dwarf,7
102288,Jeha lasu,Mumu xire,1.8942500941666909,#6FDDF6,2514859807.614498,39.016594,16,Red Dwarf,39
102292,Gili demo,Zubi zovu,12.513751509449326,#2E335A,12250082669.829597,28.914785,1,Neutron,28
102294,Zene yowu,Kufe kepo,15.366666428032177,#52D5A9,4038440542.2987657,21.874245,11,White Dwarf,21
102297,Kawe veci,Lahe sote,37.30690479074525,#F9277B,3821021257.8155904,54.197987,13,White Dwarf,54
102301,Fugu dici,Luku fodi,46.22779671309562,#13FC8B,3468903761.928884,97.72885,10,White Dwarf,97
102305,Xale yuci,Zole lulu,45.39275140413411,#60D2F2,10253311447.745848,88.44935,17,Main Sequence,88
102313,Koho wexi,Qabi yeku,28.730367591703462,#F3EE69,1187408179.1937482,84.676125,15,Neutron,84
102314,Qate sovu,Diju fewu,42.006870041205076,#C01580,11897110325.732841,65.34785,4,White Dwarf,65
102320,Vaju xuzo,Levo webu,31.406847883719816,#59614A,11196502531.943895,68.28625,10,Giant,68
102324,Sike danu,Qapa muqu,14.627452001360355,#663E41,1037554674.9923129,42.283714,3,Supergiant,42
102326,Gire dupu,Nace pire,39.461925498668165,#5CD85E,12150121678.071314,27.923323,5,Neutron,27
102336,Jiju saro,Midu xehu,3.0820568123572167,#D5A978,12780015175.874643,29.032963,2,White Dwarf,29
102338,Juda vosu,Weko meli,39.82502810286849,#7B1896,9399949852.746033,84.14495,6,Supergiant,84
102341,Penu quso,Navo kuci,35.26360281904574,#2CEC96,5314377868.732821,80.14767,13,White Dwarf,80
102343,Zisu dazo,Geno moqu,39.1662014657502,#9D0B83,3402047901.4790177,37.385124,2,Giant,37
102347,Zima hufo,Sese goja,37.29399750593619,#D00BD7,1863430888.6525495,71.76943,1,Giant,71
102357,Jeju yeta,Juju wida,28.94914624314913,#7C1F27,10757052105.436401,76.99182,16,Supergiant,76
102360,Fayi faka,Hozu teha,38.271537345660654,#3F41FB,10733165519.54366,20.807873,19,Supergiant,20
102361,Maka neyo,Belo vigo,11.944139112005086,#DAE1AF,432428365.00658005,97.09774,3,Red Dwarf,97
102362,Mehe ride,Zunu kate,44.160313102047056,#6353DC,10200464446.016037,65.72991,0,Supergiant,65
102364,Puka move,Gola puju,23.77500562539824,#EC6D99,521255927.3813276,80.01945,12,Red Dwarf,80
102368,Kizi pala,Hivi voca,10.410340453568704,#1EDA8F,3192165088.6198273,84.956856,5,Neutron,84
102377,Jumu cebu,Rona hihu,29.172971022789575,#38F56F,4309146740.266523,73.12055,2,Main Sequence,73
102383,Piqa wuba,Jeta cipa,6.225935772320232,#324654,6994947091.652899,23.615164,5,Red Dwarf,23
102385,Bupo tuzi,Kigu neje,24.350147339466908,#5C1AE7,3797455804.147503,71.10443,15,Supergiant,71
102387,Piva doqi,Huge jifu,47.98726863737919,#058CAC,3297721449.3842535,25.469856,2,Neutron,25
102388,Pitu kuwi,Humu beyu,5.0740352816442185,#460B05,1295926055.2299654,49.62735,11,Giant,49
102390,Xazo coyu,Raro zima,15.864263473851025,#88FF0F,4858226875.191756,34.10321,15,White Dwarf,34
102395,Biki biyi,Neru yulu,36.702280307750904,#6F0E11,3111858073.7821403,28.03984,16,White Dwarf,28
102397,Disa geqe,Nupo jimi,4.9974545606414535,#C847AC,629405082.503568,43.66761,14,Red Dwarf,43
102401,Qica seki,Deme xeyi,6.2748758114921195,#333EFE,1717837953.7735703,61.489735,3,White Dwarf,61
102403,Vufu yeyi,Muve jaho,32.712759640282144,#F5DFB7,6885451324.715938,85.700226,3,Supergiant,85
102407,Weke lego,Musi guti,43.349121381553026,#526B7E,1947962279.5385325,43.52208,13,Giant,43
102408,Rabu lowo,Kiyu bogu,14.92063846409342,#856F43,12860228424.070374,39.28297,15,Main Sequence,39
102409,Zawi juno,Dosa heda,41.44600672668136,#6088C9,8409632556.555474,72.8637,9,Main Sequence,72
102410,Soze yuma,Tunu fago,18.042615950752136,#184DA7,1850005501.8005729,46.91154,19,Red Dwarf,46
102414,Fusi ziqa,Navu powu,26.490465248343227,#49F3CD,1041359356.2635204,61.998077,8,Main Sequence,61
102415,Tiba giko,Xuda yatu,31.342337970693798,#B63F1A,3339102782.3377314,2.2388706,2,Giant,2
102423,Voki zoze,Vavi zodo,4.090362868950242,#ADF55D,12266481029.665054,80.166084,15,Supergiant,80
102425,Leqe wizi,Naye xeze,14.11009007903281,#2460C1,12410639847.410608,86.62099,12,Supergiant,86
102436,Yaxa qohu,Joze puqo,18.47284300169188,#7D3DC9,3162070649.9270215,46.372925,7,Neutron,46
102440,Yule qobo,Vomu zaxu,49.77351033111956,#C75111,56349826.091460995,99.38019,14,White Dwarf,99
102442,Zevi hapa,Nanu razu,46.568185702789215,#83C2AA,7548473477.999113,18.960169,8,Main Sequence,18
102443,Taqa zutu,Rugu quxo,20.71139443716398,#4F2928,12592237115.93015,57.974487,3,Neutron,57
102444,Yose wanu,Riju babi,34.24504947056819,#7C1D43,460455623.18476826,56.14032,10,Neutron,56
102450,Kewo qoli,Gexi yige,14.024885175645421,#4A3F6A,3413605425.6219506,8.195142,18,Giant,8
